checked,sentiment,confidence_neg,confidence_pos,confidence_neu
심상정아 이석기 사면에는 유감이란 말이 없나 빨갱이냐,negative,0.99918824,0.00041494064,0.00039675372
한명숙 이석기를 위한 ,neutral,0.001505128,0.0052608456,0.993234
박근혜 씨랑 다 이석기한테는 이석기 의원님이라고 할 연놈,negative,0.9988931,0.00044323472,0.0006637643
변하지 않은 점은 소대가리 교수형,negative,0.9990715,0.00054706313,0.00038146207
빨갱이 이석기 풀어주고 박근혜 풀어주면서 조용히 넘어가려 하네,negative,0.9991799,0.00045323066,0.00036686187
저 심 씨부터 탈탈 털어서 빵 보내야겠어 이석기는 대환영이고 빨갱이들은 안돼,negative,0.99893683,0.0006376726,0.000425442
사면 얘기했다고 이낙연 물어뜯던 분들 문재인도 물어뜯어 보아요,negative,0.99614125,0.00024703424,0.003611757
박근혜 전 대통령이라고 해라 이 쓰레기 기리기 놈아,negative,0.0077603287,0.00046662212,0.99177307
유서 결은 표 얻으려고 과연 박근혜 찾아갈까,neutral,0.06950358,0.0009729313,0.9295235
심상정 구속시켜,negative,0.9990608,0.00033226897,0.0006069178
심상정 그러는 거 아냐 아,neutral,0.0018522075,0.0008763555,0.99727136
꾹 힘도 바보들이여 어리석기를 어떻게 잡아넣었는데 풀어줄 명분으로 박근혜 사면하는 거구먼 어휴,negative,0.99915934,0.0005065117,0.00033415802
심상정이 정치권 퇴출,negative,0.99894994,0.00041967168,0.0006304183
문재인 실망이다,negative,0.9991111,0.0004979025,0.0003910098
윤석열 입장을 듣고 싶다 자기 손으로 집어넣었는데,neutral,0.00322489,0.0052201957,0.9915549
5년 가까이 지켜보다 대선 2개월 전 보수는 박통 급진 보는 이석기 민주당 지지는 한명숙 각각 사이좋게 석방시켜 표구 걸 총력 나섰네 너도 가즈야 어서,negative,0.94995767,0.005283767,0.044758536
이제 그만 내려와라 이 무능한 인간아 그간 참고 참고 또 참았는데 이제 더는 못 참겠다 내려오고 네가 박근혜 대신 감옥 가라,negative,0.998934,0.00023548056,0.00083061744
박근혜 사면하자니까 반성에 기미가 안 보인다고 절대 사면할 수 없다면서 생난리를 치더구먼 왜 갑자기 몇 달 안 남으니 절라 불안하던가 보지 이거야말로 순 양아 정치 아닌 가지 살려고 사면해주는 거 보면 좀생이 같은 인간,negative,0.9992118,0.0005161813,0.0002720271
심상정  참 단순함 그냥 뉴스 따라다니는 인생 평생 볼품없는 할 아줌마로 낙인,negative,0.96921104,0.0025028815,0.028286003
뺄갱이를 석방한다고,negative,0.95509905,0.0006695275,0.04423147
준 간첩이  죽음이 다가오자  작은 꼼수를 쓰지만  결국 준 간첩 넌 죽는다  한명숙 끼워팔기   이석기 등 좌파 행동대들 풀어 놔서 지하세력들 선동하란 것  국민들이 판단을 똑바로 해야 한다,negative,0.99870265,0.00045458385,0.00084278436
박근혜 대통령이 뭘 잘못했는지 심상정 아줌마는 조목조목 밝혀보시오 당신은 털면 죄 아나 오요 이런 개 싹수라고는,negative,0.23092419,0.0020788452,0.76699704
심상정 저 폐조개는 처형 대상이다 ,negative,0.9989586,0.000299937,0.0007414665
국민을 살상하고 비자금 만들고 국정을 농단해도 정치인 그중 대통령을 사면하는 것은 그들만 좋은 거지 국민들과 정치발전에 아무런 도움이 안 된다 국민 통합을 명목으로 하는 정치적 사면은 없어져야 한다,negative,0.9982331,0.0006589211,0.0011080106
보수는 이제 한낱 노리개 갑이구나,negative,0.9992061,0.00042316612,0.000370684
이석기야 9년형에서 8년 3개월 형 살고 내보냈으니 그렇다 쳐도 한명숙 복권은 문제가 있는 거다 사면으로 나와도 문제인데 이명박 가둬놓고 한명숙을 복권해주는 건 법률적 공정성을 훼손시키는 거다 정신 나간 정부임에 틀림없다,negative,0.99825746,0.00025398383,0.0014886302
박근혜와 이명박의 결정적 차이점은 모르고 저지를 범죄와 알면서 저지른 범죄의 차이다 계획적 범죄를 더 엄히 처벌하는 것과 마찬가지로 사면도 그렇게 적용해야 한다 그럼 홍준표는 박근혜 사면을 반대하는 걸로   그리고 개인적으로 비록 사면이 아니고 기준 충족에 의한 가석방이라도 이석기에 대한 가석방은 반대 그 인간은 지금 현재 시점에서도 사회와 확실히 분리시켜야 할 필요가 있는 위험인물이라고 생각함,negative,0.9948372,0.00041578084,0.004746924
딱 보면 모르냐 문재인이 차기 대통령에게 보내는 메세 치자나 나도 감방 가면 임기 내에 풀어줘라,negative,0.012033736,0.00056496565,0.9874013
박근혜 대통령님 고생하셨습니다 ㅡ예전의 건강한 모습으로 뵙길 기도합니다 ㅡ,positive,0.002794243,0.9961438,0.0010618741
국짐당 이자들 사면해줘도 정치 일선에 나와서 고마워하는 게 아니라 정치적 술수네 뭐네 하면서 개수작 떤다 뭐 하러 사면해 주는지 이해가 고마움을 1도 모르는 족속들이란 걸,negative,0.99925,0.0004011335,0.00034891686
심상정의 당  그것도 당이라고 나랏돈 그만 축내고 해체나 하셔,negative,0.99924797,0.00034071816,0.00041133058
9년 받고 8년 4개월 살고 나온 것도 특혜라고 볼 수 있나 20년 받고 5년 살다 사면 받은 게 1년도 안 남은 사람 가석방 물타기라고,negative,0.99885154,0.00027136918,0.00087708345
이제 감방 갈 거 걱정되나 보지,negative,0.9990916,0.00022454961,0.0006838234
문재원 뽑으면 이석기 풀어줄 거라고 안된다고 했더니 절대 아니라던 더러운 재앙빠놈들,negative,0.9991934,0.0005180453,0.00028863025
죽어도 503에서 죽어야지 사면권이라는 정치도구가 결국 국민을 실망시키는구나 절대 실망 문 대통령 내부 적폐 청산도 못하는 민주당 쓰레기 집단 굴찜 정치인들은 역시 그놈이 그놈이더라,negative,0.9991518,0.0005733924,0.000274824
몇 달 동안 그 추운 겨울비까지 내리면서 고생바가지 한 국민들만 뭐 됐네 탄핵 차라리 국민들이 촛불 들고 탄핵할 걸 발전시켜서 미국처럼 임기 반기 간하고 잘하는지 못하는지 판단하는 중간평가제 도입해서 탄핵 찬반 도입하자 피곤하다 이래저래 만날 이용만 당하는 국민들 문재인 놈은 세월호랑 촛불민심을 이용해 처먹은 꼴밖에 안돼 세월호도 진상 규명한다며 대통되고 1조 들여서 하는척하더니 건진 거 하나 없이 1조 공중부양시켰고 암튼 이 인간들 하나같이 다 국민 이용해 먹으려고만 하는 사기꾼 놈들,negative,0.9992118,0.0004286674,0.00035948097
대한민국 사법부의 권위에 도전장을 낸 문재인을 탄핵하라,negative,0.9991068,0.0004942309,0.00039884617
한명숙 이석기 석방 대가가 바꾼 애도 풀어주는 거라면 그냥 셋 다 가둬놔라,negative,0.999038,0.0002891934,0.0006728968
  제발  문 씨에게  사면 구걸하지 마세요  더럽고 역겨워요  그냥 목숨을  ,negative,0.9985965,0.00045782537,0.00094565947
문재인의 잔머리 이미 정권교체하면 사면되고 그 자리에 이재명과 문재인이 들어갈 텐데 솜옷이나 준비하지,negative,0.9988856,0.00050242327,0.0006120608
박근혜 씨 참 언론사 이러니 기리기 소리 듣지 문재인 씨 고마벙,negative,0.9988538,0.00047812558,0.00066810363
넓게 봅시다 띨띨이 한 명 풀어준 것은 대승적 차원입니다 최순실이 나쁜 사람이 지 꼭두각시가 뭐가 나쁘겠나요 정치적인 이유도 있겠으나 띨띨이 한 명 풀어줘서 대한민국 태극기 할베할매가 편안하다면 이 또한 대한민국 국민으로서 다행히 아닌가요,positive,0.0007295112,0.0016250197,0.99764544
박근혜 전 대통령 사면은 구속시킨 유석렬 후보에 대한 이미지에 타격을 주기 위한 계산된 술수에 지나지 않다,negative,0.9986842,0.00046601807,0.00084977894
근혜 아줌마 얼굴살이 통통하시네,negative,0.9902346,0.0029134047,0.006852067
우리 나란 영원히 빨갱이 국가,negative,0.9992563,0.00041569775,0.00032788792
양심 있으면 심상정은 류로 정이나 좀 어떻게 하고 얘기해라 어쩜 저렇게 염치가 없냐 ,negative,0.9990361,0.00036963364,0.00059430377
모든 걸 떠나서 이건 고맙네 잘했다,positive,0.0031518333,0.99661726,0.00023096609
박근혜 45년 구형한 사람 뉴규,neutral,0.012831004,0.000651018,0.98651797
이낙연이 옳았네 역시 통합의 정치신 사,positive,0.001491274,0.99827564,0.00023314738
정치적인 논리 역겹다 촛불 대장이 끌어내린 자를 퇴임을 앞두고 빨갱이 내빼주고 그거 눈가림하려고 바꾸네까지 사면 복권 시켜준 거 보면 정치판 진짜 썩은 게 눈에 확 들어온다,negative,0.99918276,0.00044549434,0.00037169768
좀 일직 풀어주지 재인아 쫀쫀하게 보복이나 하고,negative,0.99923325,0.0002548217,0.0005119739
본인이 부족해서 주위 사람들에게 이용당한 박근혜 전 대통령과 주도적으로 국가에 사기 친 이명박 전 대통령은 많이 다르지요,negative,1.0,0.0,0.0
상정에 한길이한테 물어보고 답변해,neutral,0.030641103,0.00058059214,0.9687783
그 자리에 문재인이 집어넣어라,negative,0.9971789,0.00018857373,0.0026325935
어차피 아파서 형 집행정지될 거 같으니 머리 쓴 거지,negative,0.998836,0.00026660677,0.00089748664
이 부분은 홍준표 안철수 두 사람 말에 공감합니다 ,positive,0.0007571901,0.99878687,0.00045601864
이런다고 문재원 죄가 무마되겠냐,negative,0.99925405,0.00027931543,0.00046663228
표만 되면 뭐 신념도 근본도 없는 무리들이니까 원래,negative,0.9992685,0.00032074624,0.00041074885
루머로 깜빵처놓고 임기가 끝날 때 사면을 하다니 멍청한 국민들과 노련한 정치꾼들의 합작품,negative,0.99909186,0.0005784216,0.00032965673
심상정은 재벌이면서 왜 자꾸 노동자 편이라는 구라를 치는 거냐,negative,0.9991642,0.0002899751,0.0005457223
박근혜 대통령은 대인이다 나보다 국가   유석렬 메시지 나온다  윤석렬승 단 유승민 김무성 등은 안되지,positive,0.001708462,0.9860329,0.012258621
고생하셨습니다 박전 대통님,positive,0.0031291994,0.9960075,0.00086338556
대장동 자살 묻기,negative,0.99819165,0.00022593858,0.0015824275
심상정 gsgg,neutral,0.0012451942,0.0005356767,0.9982191
박근혜 씨랑 다 기리기 gsgg,neutral,0.013611161,0.0024815158,0.98390734
박근혜를 단순히 사면만 하지 말고 박근혜를 다시 청와대로 잘 모셔놓고 문재인 너는 감방으로 들어가라,negative,0.9988649,0.00023530195,0.0008998137
이석기 석방 반대한다,negative,0.99459404,0.00041950072,0.0049864403
물 재앙의 사면은 절대로 안 된다,negative,0.99879515,0.00031929146,0.0008854435
심상정이는 그렇게 강한 유감만 표시하지 말고 청와대 앞에 가서 분신이라도 좀 해라 입만 나불 거지 말고 말이다 홍준표 말처럼 삼성 세탁기에 한번 들어갔다가 나와야 될 인간이구먼,negative,0.997797,0.00039660197,0.0018063866
박근혜 석방은 간첩 석방을 위한 눈 가리기 용인 듯 하는 짓이 정말 역겹다 북괴 김정은하고 뇌구조가 비슷한 듯,negative,0.99920493,0.00044800836,0.00034713213
도대체 얼마나 국민이 모르는 나쁜 일을 많이 했기에 정권 바뀌면 죽는 것처럼 정권 이어가려고 발악을 할까 미국 민주당 공화당 선거도 이 정도로 지저분하진 않겠다,negative,0.9992212,0.000384335,0.00039435137
박근혜 사면이 오늘 아니면 할 수 있는 날짜가 없다 문재인의 감옥행이 조금 더 가까이 오고 있구나 백성을 둘로 나누고 떠나는 문재인은 사정행이 아니라 감옥행이 답이다,negative,0.009192808,0.00052800926,0.99027914
너네끼리 다 해 먹어라 국민 통합 야 이 자식들아 마치 국민이 원해서 하는 것처럼 개소리하지 마 왜 용서를 대통령이 정치인들이 하냐 이게 맨날 문재인 씨 당신이 부르짖던 기회 과정 결과의 평등 공정 정의던가 일의 성과 호감도에 대한 평가는 엇갈릴 수 있어도 적어도 순수함만은 의심하지 않았거늘 이로써 확실해졌군 문재인도 점잔만 떨지 노회한 정치인들과 하나도 다를 바 없다는 게 아주 터럭만큼이라도 양심이란 게 남아있다면 앞으로 노 대통령 친구 코스프레 하지 마소 역겹소,negative,0.9993043,0.00037353538,0.00032210562
사면하는 게 옳다고 봄,neutral,0.0039533223,0.012783681,0.983263
503호 깨끗이 청소해놔라 문 영감 들어갈 거니까,negative,0.9982615,0.00023362883,0.0015048521
현정권과 후보의 악행에 비하면 억울한 옥살이,negative,0.99876887,0.00054467644,0.0006863966
상정에 네가 노동운동했다고 했지 위장취업해서 그래좋아 잘했어 그런데 위장취업해서 노동자들 선동하고 그 결과는 넌 거기서 빠져나오면 끝이지만 남은 노동자 어찌 되었을까 이 마녀야 먹고살기 위해 취직해야 하는 노동자는 어찌하라고 아주 악독한 노동 파리,negative,0.0074754,0.00085145544,0.99167305
이제 문재인 들어가면 되겠네 들어갈 때 이재명이랑 청와대에 기소된 간신들도 함께 가라,negative,0.016150083,0.00054033566,0.98330957
이런다고 문죄인 용서 안되지,negative,0.99921656,0.0003244787,0.00045900443
안철수 실망이다 너도 생각이 너무 많구나,negative,0.9990458,0.0005866957,0.00036752556
다른 사람은 몰라도 전직 대통령 사면은 못하게 규정해야 한다 이게 되면 대통령들끼리 암묵적인 룰로 자기들끼리 다 해 먹어도 서로 봐주던 옛날로 돌아갈 뿐이다 판검사들이 전관예우하면서 전 국민이 다 알고 있어도 대놓고 해처먹는 것처럼 개판 되는 거지 전두환 사면해줘서 무슨 국민 통합이 되고 화해가 됐냐 뻔뻔하게 과거 다 부정해가면서 29만 원으로 호의호식하며 장수하다 갔지 전례가 뻔히 있는데도 너무 어처구니가 없어서 한숨만 나오네,negative,0.98608935,0.00042518022,0.013485468
민주당 참 야비하다 박근혜를 선거를 앞두고 풀어줘서 박근혜를 집어넣은 윤석열과 근혜 지지자들 간의 분열 유발 다시 정권 잡기 위해 비열한 짓거리 홍준표가 탈락하고 윤석열이가 후보로 됐을 때 이 정도는 생각했어야지 찢재 명이 5년 동안 엄청난 짓거리하는 걸 보겠네 눈 감고 귀 막고 살자,negative,0.9991509,0.00053260074,0.00031652083
여러분 민주당이 이렇게 교활합니다,negative,0.9991191,0.00043722978,0.0004436886
촛불의 힘으로 넣은 걸 문재인이 쉽게 빼내네,negative,0.99911505,0.00039214644,0.000492803
안철수 분석이 정확하네요 갈라치기 물타기 사면으로 보입니다,positive,0.0008561915,0.99821246,0.0009313559
예상은 했었지만 절묘한 타임에 사면 시키는 구만 이게 보수들의 자중지란을 유도하는 절묘한 수법이지 윤석열이 정권교체 어렵겠다 더하여 국힘당내 분야까지 겹친 시점에 사면이라 이건 아주 묘수네 ㅠㅠ,negative,0.997456,0.0005622535,0.001981667
와 역사에 남을 거다 박근혜 사면한 문재원 저런 범죄 자녀를,negative,0.0024083876,0.07028856,0.9273031
누가 봐도 정치적 목적이 너무나도 뻔한데 ,negative,0.99748564,0.0002682225,0.0022460578
아무도 사면 안 해주면 좋겠습니다,neutral,0.27020675,0.010829082,0.7189641
말도 안 되는 이유로 사면 겁나게 이해 안 감,negative,0.99933785,0.00025405752,0.00040800206
한편으론 노무현이 생전 사람을 얼마나 잘 챙겼는지 볼 수 있는 대목이다 사람은 원래 죽는 순간 그 권력을 잃어버리기 마련인데 노무현은 아직도 측근이 서로를 잘 챙기고 있음,negative,0.026781434,0.057419974,0.9157986
물타기 맞네요,negative,0.9961312,0.00023378483,0.0036349446
속 보이지 않나 박 대통령에 무슨 문제 생기면 정권에 치명타를 줄거니 한명숙을 복권시켜야 하니 하는 거 아닌가 국민들 바보 아니거든 거기다 이석기 가석방은 왜,negative,0.9990138,0.00031375894,0.0006723606
썩은 열이는 미치겠다  그네 교도소 보낸 주역이니 ,negative,0.99921525,0.000426345,0.00035847074
안철수가 저 둘보다 백배 천배 나아요,positive,0.004078306,0.99229336,0.0036282996
조작된 여론조사가 맬 난무하고 있음에도 최근 75로 안철수 지지율 서서히 오르고 있다 당연히 정상인이라면 구린내 진동하는 찢항을 누가 지지하겠나 당원들만 열렬히 지지하고 있는 꼴인지 다들 비리 없고 깨끗한 도덕적이고 정직한 안철수로 집결하고 있는 중이다,negative,0.9988102,0.00044127263,0.00074854906
상식으로 판단하면 국민들은 당연 안철수 후보를 택할 겁니다,neutral,0.0028710812,0.0031239032,0.994005
안철수가 대통령이 되어야 이 나라가 제대로 굴러간다 정말 최악의 상태에서 벗어나고 싶다 서민들은 정말 맛이다,negative,0.0035621587,0.11610647,0.8803313
나도 안철수 지지로 바꿈,neutral,0.00096910686,0.0017757465,0.99725515
전 국민이 단합해서 안철수를 뽑으면 안철수 후보님이 대통령 되는 겁니다 안될 거라고 포기하고 맘에 안 드는 후보를 뽑는 사람이 많아질수록 진짜로 나라 망할 수도 있으니 소중한 한 표 한 표 진심으로 나라를 위하는 사람에게 행사해야 합니다,negative,0.0012619894,0.84144706,0.15729089
 진보당이나 보수당이나 둘 다 헛발질들 하네 난 차라리 투표를 안 하련다 굳이 투표를 한다면 난 안철수,negative,0.9992781,0.0004095922,0.00031230669
다음에 안철수 나 홍준표 가 나올 것이다 윤석열이는 1월 안에 아웃 될 것이다,negative,0.0009000678,0.0008454242,0.9982545
안철수 후보 지난 대선 때와는 확실히 토론 실력이 달라진 듯 내수용 대통령이 아닌 자식세대 살릴 수 있는 내유 내강 후보 안철수를 믿어볼랍니다,positive,0.0010105707,0.99786854,0.0011208359
박근혜 전 대통령님이 안철수 국민의당으로 들어갔으면 좋겠다,neutral,0.0015917186,0.0059077255,0.9925006
홍준표가 안철수 도와주면 돌풍이 불 거 같은데 홍준표는 국힘 나오면 정치인생 끝날 거 같고 참 안타깝네 아직도 민주당 아니면 군 힘만 바라보는 국민이 많아서 계기가 필요해 보임 양당 아님 정치 못한다고 보는 국민의식을 바꿀 수가 없나,negative,0.9986945,0.0009433656,0.0003621955
그래 보이 심상정은 안돼요 안철수는 안타깝다 ,negative,0.99102354,0.00043592224,0.008540533
안철수 후보님 항상 응원하고 있습니다 힘내세요,positive,0.0030889339,0.99668,0.00023111262
